,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__alpha,param_clf__fit_prior,param_clf__force_alpha,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
18,0.06800659497578938,0.004497339527803191,0.03215249379475912,0.0007488357353363662,0.7222222222222222,False,True,"{'clf__alpha': np.float64(0.7222222222222222), 'clf__fit_prior': False, 'clf__force_alpha': True}",0.7120076963700225,0.6949923927815775,0.6868169762886129,0.6979390218134043,0.010493015503765218,11
19,0.06869347890218098,0.005994174713201754,0.03344647089640299,0.0025262245388644913,0.7222222222222222,False,False,"{'clf__alpha': np.float64(0.7222222222222222), 'clf__fit_prior': False, 'clf__force_alpha': False}",0.7120076963700225,0.6949923927815775,0.6868169762886129,0.6979390218134043,0.010493015503765218,11
12,0.06688483556111653,0.008492606176238687,0.03293172518412272,0.002025363722975929,0.5666666666666667,True,True,"{'clf__alpha': np.float64(0.5666666666666667), 'clf__fit_prior': True, 'clf__force_alpha': True}",0.7085821986058619,0.6955067912834102,0.6895949851526583,0.6978946583473101,0.007933263326673873,13
13,0.07425141334533691,0.003453627193557804,0.030768553415934246,0.0020908247517052144,0.5666666666666667,True,False,"{'clf__alpha': np.float64(0.5666666666666667), 'clf__fit_prior': True, 'clf__force_alpha': False}",0.7085821986058619,0.6955067912834102,0.6895949851526583,0.6978946583473101,0.007933263326673873,13
17,0.0729823112487793,0.007422751654552186,0.033203681310017906,0.0025028987750809932,0.7222222222222222,True,False,"{'clf__alpha': np.float64(0.7222222222222222), 'clf__fit_prior': True, 'clf__force_alpha': False}",0.7106932806363923,0.6941530104890606,0.6874905123850402,0.6974456011701644,0.009754417073868154,15
16,0.07309675216674805,0.008006332221016292,0.03125603993733724,1.3766938307147014e-05,0.7222222222222222,True,True,"{'clf__alpha': np.float64(0.7222222222222222), 'clf__fit_prior': True, 'clf__force_alpha': True}",0.7106932806363923,0.6941530104890606,0.6874905123850402,0.6974456011701644,0.009754417073868154,15
0,0.07157572110493977,0.006423123240705687,0.03287633260091146,0.001430880106123969,0.1,True,True,"{'clf__alpha': np.float64(0.1), 'clf__fit_prior': True, 'clf__force_alpha': True}",0.7091554435550235,0.6837806652545212,0.6948506245598073,0.6959289111231173,0.010387231581269108,17
1,0.07089916865030925,0.005625900472494048,0.03310831387837728,0.0026353487417568695,0.1,True,False,"{'clf__alpha': np.float64(0.1), 'clf__fit_prior': True, 'clf__force_alpha': False}",0.7091554435550235,0.6837806652545212,0.6948506245598073,0.6959289111231173,0.010387231581269108,17
2,0.0771028995513916,0.01969539391350038,0.028088967005411785,0.009167055428103421,0.1,False,True,"{'clf__alpha': np.float64(0.1), 'clf__fit_prior': False, 'clf__force_alpha': True}",0.7091109744607403,0.6823933066642501,0.6941848781620266,0.6952297197623389,0.010932435337051244,19
3,0.0733796755472819,0.007289949232668919,0.031240304311116535,3.241869299311819e-06,0.1,False,False,"{'clf__alpha': np.float64(0.1), 'clf__fit_prior': False, 'clf__force_alpha': False}",0.7091109744607403,0.6823933066642501,0.6941848781620266,0.6952297197623389,0.010932435337051244,19
20,0.07543087005615234,0.009618254901889842,0.03078635533650716,0.0021677195643425187,0.8777777777777778,True,True,"{'clf__alpha': np.float64(0.8777777777777778), 'clf__fit_prior': True, 'clf__force_alpha': True}",0.7120013753264948,0.687586554016742,0.6831345480658831,0.6942408258030399,0.012689442561382509,21
21,0.08300264676411946,0.018538572105698235,0.031245311101277668,3.6175431177587646e-06,0.8777777777777778,True,False,"{'clf__alpha': np.float64(0.8777777777777778), 'clf__fit_prior': True, 'clf__force_alpha': False}",0.7120013753264948,0.687586554016742,0.6831345480658831,0.6942408258030399,0.012689442561382509,21
22,0.07341217994689941,0.0074456434778388345,0.03146998087565104,0.00016437600405839008,0.8777777777777778,False,True,"{'clf__alpha': np.float64(0.8777777777777778), 'clf__fit_prior': False, 'clf__force_alpha': True}",0.711155619469087,0.6876975675303579,0.6810293675833922,0.6932941848609456,0.012919993739133146,23
