,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__C,param_clf__class_weight,param_clf__max_iter,param_clf__solver,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
83,0.799320379892985,0.13520617115845524,0.044295867284139,0.007324050658143788,4641.588833612773,balanced,500,lbfgs,"{'clf__C': np.float64(4641.588833612773), 'clf__class_weight': 'balanced', 'clf__max_iter': 500, 'clf__solver': 'lbfgs'}",0.7888179470483729,0.8158147297766227,0.8208256437855462,0.8084861068701806,0.014057138112796037,52
81,0.8338676293691,0.15783983631552548,0.04870939254760742,0.01236253253229517,4641.588833612773,balanced,200,lbfgs,"{'clf__C': np.float64(4641.588833612773), 'clf__class_weight': 'balanced', 'clf__max_iter': 200, 'clf__solver': 'lbfgs'}",0.7888179470483729,0.8158147297766227,0.8208256437855462,0.8084861068701806,0.014057138112796037,52
109,1.5489140351613362,0.07204711684699604,0.06831018129984538,0.010294410046860082,100000000.0,,100,lbfgs,"{'clf__C': np.float64(100000000.0), 'clf__class_weight': None, 'clf__max_iter': 100, 'clf__solver': 'lbfgs'}",0.7905506574289474,0.8146888234916534,0.8172279574304309,0.8074891461170105,0.012022093538328948,55
113,1.4019587834676106,0.03480324946648283,0.07584404945373535,0.0122321024416954,100000000.0,,500,lbfgs,"{'clf__C': np.float64(100000000.0), 'clf__class_weight': None, 'clf__max_iter': 500, 'clf__solver': 'lbfgs'}",0.7905506574289474,0.8146888234916534,0.8172279574304309,0.8074891461170105,0.012022093538328948,55
111,1.4431320031483967,0.0703137177735766,0.07397747039794922,0.014867841984471372,100000000.0,,200,lbfgs,"{'clf__C': np.float64(100000000.0), 'clf__class_weight': None, 'clf__max_iter': 200, 'clf__solver': 'lbfgs'}",0.7905506574289474,0.8146888234916534,0.8172279574304309,0.8074891461170105,0.012022093538328948,55
85,1.5826223691304524,0.07375382338309754,0.06379954020182292,0.010808474842719322,129154.96650148826,,100,lbfgs,"{'clf__C': np.float64(129154.96650148826), 'clf__class_weight': None, 'clf__max_iter': 100, 'clf__solver': 'lbfgs'}",0.7931669104026896,0.8133803543844537,0.8157391653135793,0.8074288100335743,0.010130558821733698,58
87,2.50931445757548,0.8436415167584668,0.07023390134175618,0.012491520424330296,129154.96650148826,,200,lbfgs,"{'clf__C': np.float64(129154.96650148826), 'clf__class_weight': None, 'clf__max_iter': 200, 'clf__solver': 'lbfgs'}",0.7931669104026896,0.8133803543844537,0.8157391653135793,0.8074288100335743,0.010130558821733698,58
89,3.5165624618530273,1.1791656016092922,0.07369438807169597,0.014537342023083377,129154.96650148826,,500,lbfgs,"{'clf__C': np.float64(129154.96650148826), 'clf__class_weight': None, 'clf__max_iter': 500, 'clf__solver': 'lbfgs'}",0.7931669104026896,0.8133803543844537,0.8157391653135793,0.8074288100335743,0.010130558821733698,58
97,2.0156377156575522,0.8516740235425297,0.059101263682047524,0.004861682901874702,3593813.6638046256,,100,lbfgs,"{'clf__C': np.float64(3593813.6638046256), 'clf__class_weight': None, 'clf__max_iter': 100, 'clf__solver': 'lbfgs'}",0.7902114768554516,0.8146888234916534,0.8167925416876567,0.8072309473449205,0.01206518930279665,61
101,1.8263729413350422,0.2901783428422827,0.06117129325866699,0.002996587456488281,3593813.6638046256,,500,lbfgs,"{'clf__C': np.float64(3593813.6638046256), 'clf__class_weight': None, 'clf__max_iter': 500, 'clf__solver': 'lbfgs'}",0.7902114768554516,0.8146888234916534,0.8167925416876567,0.8072309473449205,0.01206518930279665,61
99,1.5724740028381348,0.07977781577658477,0.06844305992126465,0.006865500170152132,3593813.6638046256,,200,lbfgs,"{'clf__C': np.float64(3593813.6638046256), 'clf__class_weight': None, 'clf__max_iter': 200, 'clf__solver': 'lbfgs'}",0.7902114768554516,0.8146888234916534,0.8167925416876567,0.8072309473449205,0.01206518930279665,61
95,1.9866321086883545,0.6739370248550889,0.0768438180287679,0.007421991126166285,129154.96650148826,balanced,500,lbfgs,"{'clf__C': np.float64(129154.96650148826), 'clf__class_weight': 'balanced', 'clf__max_iter': 500, 'clf__solver': 'lbfgs'}",0.7850886900708985,0.8028847111396399,0.8098147491464702,0.7992627167856696,0.010414209257141895,64
93,2.31052303314209,0.33723514388539155,0.07888436317443848,0.004316922226151873,129154.96650148826,balanced,200,lbfgs,"{'clf__C': np.float64(129154.96650148826), 'clf__class_weight': 'balanced', 'clf__max_iter': 200, 'clf__solver': 'lbfgs'}",0.7850886900708985,0.8028847111396399,0.8098147491464702,0.7992627167856696,0.010414209257141895,64
91,2.4921628634134927,1.3750730057425693,0.06578000386555989,0.006563794899765078,129154.96650148826,balanced,100,lbfgs,"{'clf__C': np.float64(129154.96650148826), 'clf__class_weight': 'balanced', 'clf__max_iter': 100, 'clf__solver': 'lbfgs'}",0.7850886900708985,0.8028847111396399,0.8098147491464702,0.7992627167856696,0.010414209257141895,64
103,1.5749107201894124,0.42400151506759015,0.06344103813171387,0.005556657990407044,3593813.6638046256,balanced,100,lbfgs,"{'clf__C': np.float64(3593813.6638046256), 'clf__class_weight': 'balanced', 'clf__max_iter': 100, 'clf__solver': 'lbfgs'}",0.7814311046188769,0.8024681106961176,0.810885352213152,0.7982615225093822,0.012387082343199376,67
107,1.4068971474965413,0.2003269696873257,0.05425802866617838,0.003582554853713643,3593813.6638046256,balanced,500,lbfgs,"{'clf__C': np.float64(3593813.6638046256), 'clf__class_weight': 'balanced', 'clf__max_iter': 500, 'clf__solver': 'lbfgs'}",0.7814311046188769,0.8024681106961176,0.810885352213152,0.7982615225093822,0.012387082343199376,67
105,1.3420815467834473,0.20145957364451347,0.09298499425252278,0.039117041994522206,3593813.6638046256,balanced,200,lbfgs,"{'clf__C': np.float64(3593813.6638046256), 'clf__class_weight': 'balanced', 'clf__max_iter': 200, 'clf__solver': 'lbfgs'}",0.7814311046188769,0.8024681106961176,0.810885352213152,0.7982615225093822,0.012387082343199376,67
115,1.3685393333435059,0.08597265122508053,0.0733039379119873,0.005597295770768324,100000000.0,balanced,100,lbfgs,"{'clf__C': np.float64(100000000.0), 'clf__class_weight': 'balanced', 'clf__max_iter': 100, 'clf__solver': 'lbfgs'}",0.7812869092749484,0.8024681106961176,0.810885352213152,0.7982134573947394,0.01245240303790722,70
117,1.614104429880778,0.4804105279450395,0.05238525072733561,0.0023610169829707778,100000000.0,balanced,200,lbfgs,"{'clf__C': np.float64(100000000.0), 'clf__class_weight': 'balanced', 'clf__max_iter': 200, 'clf__solver': 'lbfgs'}",0.7812869092749484,0.8024681106961176,0.810885352213152,0.7982134573947394,0.01245240303790722,70
119,1.7348746458689372,0.7258882984071823,0.06318855285644531,0.012126720867426886,100000000.0,balanced,500,lbfgs,"{'clf__C': np.float64(100000000.0), 'clf__class_weight': 'balanced', 'clf__max_iter': 500, 'clf__solver': 'lbfgs'}",0.7812869092749484,0.8024681106961176,0.810885352213152,0.7982134573947394,0.01245240303790722,70
44,0.20518708229064941,0.014345845089855105,0.040454705556233726,0.006375716773469857,0.21544346900318823,balanced,200,liblinear,"{'clf__C': np.float64(0.21544346900318823), 'clf__class_weight': 'balanced', 'clf__max_iter': 200, 'clf__solver': 'liblinear'}",0.7640557734882929,0.7830658255625427,0.7667988562624095,0.7713068184377484,0.008389946849141789,73
46,0.1621821721394857,0.006807403854650874,0.037944634755452476,0.00795363527581993,0.21544346900318823,balanced,500,liblinear,"{'clf__C': np.float64(0.21544346900318823), 'clf__class_weight': 'balanced', 'clf__max_iter': 500, 'clf__solver': 'liblinear'}",0.7640557734882929,0.7830658255625427,0.7667988562624095,0.7713068184377484,0.008389946849141789,73
