,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__C,param_clf__class_weight,param_clf__max_iter,param_clf__solver,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
102,8.382115602493286,1.7084611578331361,0.04982948303222656,0.008010276714228848,3593813.6638046256,balanced,100,liblinear,"{'clf__C': np.float64(3593813.6638046256), 'clf__class_weight': 'balanced', 'clf__max_iter': 100, 'clf__solver': 'liblinear'}",0.7259711782629911,0.7085750495160831,0.712571724015045,0.7157059839313731,0.00743971382792265,22
106,2.107576608657837,1.1435147037564204,0.045235395431518555,0.004071025887849753,3593813.6638046256,balanced,500,liblinear,"{'clf__C': np.float64(3593813.6638046256), 'clf__class_weight': 'balanced', 'clf__max_iter': 500, 'clf__solver': 'liblinear'}",0.7259711782629911,0.7085750495160831,0.712571724015045,0.7157059839313731,0.00743971382792265,22
112,0.40469614664713544,0.04582273780445068,0.037233193715413414,0.0008822396878739758,100000000.0,,500,liblinear,"{'clf__C': np.float64(100000000.0), 'clf__class_weight': None, 'clf__max_iter': 500, 'clf__solver': 'liblinear'}",0.7259711782629911,0.7092266657569434,0.7105932423083781,0.7152636954427708,0.007591860734879882,25
108,0.42900554339090985,0.024070636225176925,0.03738673528035482,0.0005317164210305595,100000000.0,,100,liblinear,"{'clf__C': np.float64(100000000.0), 'clf__class_weight': None, 'clf__max_iter': 100, 'clf__solver': 'liblinear'}",0.7259711782629911,0.7092266657569434,0.7105932423083781,0.7152636954427708,0.007591860734879882,25
110,0.6302109559377035,0.38280285095354266,0.040237029393514,0.005377992682046909,100000000.0,,200,liblinear,"{'clf__C': np.float64(100000000.0), 'clf__class_weight': None, 'clf__max_iter': 200, 'clf__solver': 'liblinear'}",0.7259711782629911,0.7092266657569434,0.7105932423083781,0.7152636954427708,0.007591860734879882,25
98,1.7356432278951008,0.29789801518819103,0.047182957331339516,0.0027688419435554683,3593813.6638046256,,200,liblinear,"{'clf__C': np.float64(3593813.6638046256), 'clf__class_weight': None, 'clf__max_iter': 200, 'clf__solver': 'liblinear'}",0.7254098301984411,0.7085750495160831,0.7112863370419524,0.7150904055854922,0.007380409350378656,28
96,4.249850749969482,3.2516301466359674,0.045984506607055664,0.002800424609241198,3593813.6638046256,,100,liblinear,"{'clf__C': np.float64(3593813.6638046256), 'clf__class_weight': None, 'clf__max_iter': 100, 'clf__solver': 'liblinear'}",0.7254098301984411,0.7085750495160831,0.7112863370419524,0.7150904055854922,0.007380409350378656,28
100,2.178060213724772,0.23033298243598438,0.04712486267089844,0.0007130610119614933,3593813.6638046256,,500,liblinear,"{'clf__C': np.float64(3593813.6638046256), 'clf__class_weight': None, 'clf__max_iter': 500, 'clf__solver': 'liblinear'}",0.7254098301984411,0.7085750495160831,0.7112863370419524,0.7150904055854922,0.007380409350378656,28
69,2.953854958216349,0.2507902900861492,0.049283107121785484,0.003990692673405223,166.81005372000593,balanced,200,lbfgs,"{'clf__C': np.float64(166.81005372000593), 'clf__class_weight': 'balanced', 'clf__max_iter': 200, 'clf__solver': 'lbfgs'}",0.7248883010586565,0.7094873356773702,0.7055726427893605,0.7133160931751291,0.008337393740513867,31
67,3.079873561859131,0.6026123606699225,0.04809896151224772,0.006066127328079619,166.81005372000593,balanced,100,lbfgs,"{'clf__C': np.float64(166.81005372000593), 'clf__class_weight': 'balanced', 'clf__max_iter': 100, 'clf__solver': 'lbfgs'}",0.7248883010586565,0.7094873356773702,0.7055726427893605,0.7133160931751291,0.008337393740513867,31
71,3.019548018773397,0.28589251408742455,0.047895193099975586,0.0006624310232744376,166.81005372000593,balanced,500,lbfgs,"{'clf__C': np.float64(166.81005372000593), 'clf__class_weight': 'balanced', 'clf__max_iter': 500, 'clf__solver': 'lbfgs'}",0.7248883010586565,0.7094873356773702,0.7055726427893605,0.7133160931751291,0.008337393740513867,31
52,0.3200059731801351,0.003962556742451257,0.044475158055623375,0.0013026321110808147,5.994842503189409,,500,liblinear,"{'clf__C': np.float64(5.994842503189409), 'clf__class_weight': None, 'clf__max_iter': 500, 'clf__solver': 'liblinear'}",0.7265301931810754,0.7065985264741891,0.7028499586586218,0.7119928927712954,0.010392714357347276,34
50,0.3191347122192383,0.01941043115237718,0.04063550631205241,0.0015164142534192131,5.994842503189409,,200,liblinear,"{'clf__C': np.float64(5.994842503189409), 'clf__class_weight': None, 'clf__max_iter': 200, 'clf__solver': 'liblinear'}",0.7265301931810754,0.7065985264741891,0.7028499586586218,0.7119928927712954,0.010392714357347276,34
54,0.31834061940511066,0.015441071139566064,0.04229180018107096,0.0014997797400032552,5.994842503189409,balanced,100,liblinear,"{'clf__C': np.float64(5.994842503189409), 'clf__class_weight': 'balanced', 'clf__max_iter': 100, 'clf__solver': 'liblinear'}",0.7265301931810754,0.7065985264741891,0.7028499586586218,0.7119928927712954,0.010392714357347276,34
56,0.3596614996592204,0.012529083935230067,0.04433115323384603,0.0007767153893957176,5.994842503189409,balanced,200,liblinear,"{'clf__C': np.float64(5.994842503189409), 'clf__class_weight': 'balanced', 'clf__max_iter': 200, 'clf__solver': 'liblinear'}",0.7265301931810754,0.7065985264741891,0.7028499586586218,0.7119928927712954,0.010392714357347276,34
58,0.33038512865702313,0.01767945103432417,0.04388292630513509,0.0020374194987305442,5.994842503189409,balanced,500,liblinear,"{'clf__C': np.float64(5.994842503189409), 'clf__class_weight': 'balanced', 'clf__max_iter': 500, 'clf__solver': 'liblinear'}",0.7265301931810754,0.7065985264741891,0.7028499586586218,0.7119928927712954,0.010392714357347276,34
48,0.48671849568684894,0.12439397980542653,0.04322997728983561,0.0012914375598564141,5.994842503189409,,100,liblinear,"{'clf__C': np.float64(5.994842503189409), 'clf__class_weight': None, 'clf__max_iter': 100, 'clf__solver': 'liblinear'}",0.7265301931810754,0.7065985264741891,0.7028499586586218,0.7119928927712954,0.010392714357347276,34
51,1.854764699935913,0.3223594302485179,0.05818812052408854,0.01008792876268451,5.994842503189409,,200,lbfgs,"{'clf__C': np.float64(5.994842503189409), 'clf__class_weight': None, 'clf__max_iter': 200, 'clf__solver': 'lbfgs'}",0.7265504989023727,0.7062454917375017,0.7001607160660366,0.7109855689019703,0.011282919485697016,40
53,1.7665658791859944,0.20648629203960905,0.058669487635294594,0.0021402180349334083,5.994842503189409,,500,lbfgs,"{'clf__C': np.float64(5.994842503189409), 'clf__class_weight': None, 'clf__max_iter': 500, 'clf__solver': 'lbfgs'}",0.7265504989023727,0.7062454917375017,0.7001607160660366,0.7109855689019703,0.011282919485697016,40
