-8.582100351661128173e-05,7.526615051833230262e-05,2.131573355098534056e-05,-5.144525336048225019e-06,-6.271389347213852656e-05,2.428730748196637808e-05,2.170274352328273470e-06,4.318634656885018955e-06,8.414252092741920732e-06,-6.793961067775983989e-05
-8.529260750254003605e-05,7.370851711842583184e-05,2.131473160360682098e-05,-2.893382759272575138e-06,-5.940031921857141724e-05,8.393848257843680426e-06,-8.422663663697138459e-06,-1.513898906377563490e-05,-1.774707264935812561e-05,9.811373605689264229e-05
-8.477987797437952782e-05,7.215033040020562693e-05,2.128575852469193050e-05,-7.253280190516433451e-07,-5.575976587591058937e-05,-7.370993887322910752e-06,-1.637682659677658519e-05,-1.554881320368989037e-05,4.786364550790242581e-05,-3.803788061157509020e-05
-8.428244962068481730e-05,7.059063194537223865e-05,2.122900136020993480e-05,1.355507601249381666e-06,-5.184431425779591332e-05,-2.247662517361874806e-05,-1.883459060088720586e-05,1.286410412166825671e-05,8.604997910522264111e-05,-2.017334904794898626e-05
-8.379995186066693520e-05,6.902844351365913843e-05,2.114463249771322080e-05,3.345185315842361512e-06,-4.770819767478461326e-05,-3.642456446910123056e-05,-1.402001078578420859e-05,5.687141976677329339e-05,-1.639766021680812643e-05,-7.025249283109332722e-06
-8.333200888829890465e-05,6.746276743143037394e-05,2.103281025319042344e-05,5.239963976724634564e-06,-4.340724059581431465e-05,-4.876856374869783432e-05,-1.621379433731601718e-06,8.809213272251832877e-05,-9.074769130168681064e-05,5.171109218046001543e-05
-8.287823971730178300e-05,6.589258699148094688e-05,2.089367953858855116e-05,7.036305441906437504e-06,-3.899828053795342434e-05,-5.913252230770025294e-05,1.709263341772526183e-05,8.207732391885989506e-05,-2.577954726657309104e-05,-1.272989282229400290e-05
-8.243825822700917843e-05,6.431686686393475901e-05,2.072737260905921101e-05,8.730880190487804633e-06,-3.453857802722009641e-05,-6.722543085256268720e-05,3.944779659572379552e-05,3.564503841923454490e-05,1.842812857900116914e-05,-6.775162333262457987e-05
-8.201167320910266552e-05,6.273455351811397932e-05,2.053400988883853097e-05,1.032057319913354808e-05,-3.008521961941401158e-05,-7.285270302294874782e-05,6.180270886850500775e-05,-2.954315805571353494e-05,-1.670799520724405225e-05,7.408984862612027784e-05
-8.159808841521505043e-05,6.114457565526267100e-05,2.031370087452922407e-05,1.180249008996941229e-05,-2.569451908881752487e-05,-7.592340094451684315e-05,8.017589449257759345e-05,-7.993190731438405618e-05,1.730381810349991244e-05,-1.454764758310290834e-05
-8.119710260539388276e-05,5.954584465199208002e-05,2.006654511440904325e-05,1.317396355524181819e-05,-2.142142198278911867e-05,-7.645303215011669705e-05,9.095212151085967556e-05,-9.107536038215241524e-05,9.105370935597245023e-05,6.241845923408106336e-06
-8.080830959742174460e-05,5.793725501431824017e-05,1.979263326225108152e-05,1.443256005923391890e-05,-1.731891879993904064e-05,-7.456178078370921832e-05,9.154295855100958855e-05,-6.266580660468945053e-05,2.990809288138385067e-05,-7.222249319353181841e-05
-8.043129831698648635e-05,5.631768484215433641e-05,1.949204820400066900e-05,1.557608681296314068e-05,-1.343747207685999977e-05,-7.046822889153169498e-05,8.088310645117211418e-05,-1.753763019224444594e-05,-8.408021186749598105e-05,1.000686812827919454e-04
-8.006565284869541902e-05,5.468599630411425766e-05,1.916486625551627778e-05,1.660259901212607947e-05,-9.824462661544222579e-06,-6.447881590436716859e-05,5.967163885596637709e-05,1.454615541327622644e-05,-5.891184519657817015e-05,-3.501099563377667545e-05
-7.971095248792964131e-05,5.304103612248534946e-05,1.881115842944643831e-05,1.751040732362842950e-05,-6.523660408601614742e-06,-5.697346814992664606e-05,3.031128765328080138e-05,1.716971673976604301e-05,1.627568611454272970e-05,-2.430970523474044198e-05
-7.936677179352902810e-05,5.138163606821467486e-05,1.843099176917937311e-05,1.829808560088621547e-05,-3.574724450414878239e-06,-4.838799768041319446e-05,-3.448298466946926323e-06,-2.297600695455338562e-06,-4.564729651135839293e-06,-5.974091186870187555e-06
-7.903268064130537329e-05,4.970661346576001077e-05,1.802443074767245734e-05,1.896447880292648235e-05,-1.012738077589008302e-06,-3.919401369412606499e-05,-3.710505282044184567e-05,-1.921350161078913025e-05,-7.830940678123812738e-06,5.116642113168093055e-05
-7.870824427837486419e-05,4.801477170764042188e-05,1.759153872883672618e-05,1.950871108720152202e-05,1.132216900193306935e-06,-2.987720406701365887e-05,-6.613584709594508195e-05,-1.051882850917616333e-05,7.672604461579967197e-05,-7.574087159115038661e-06
-7.839302337830430384e-05,4.630490077852784079e-05,1.713237948902715174e-05,1.993019404097188282e-05,2.835441647034279823e-06,-2.091492381215071919e-05,-8.673853250732701994e-05,2.728698100429152580e-05,7.144913326375432021e-05,-7.609873918674093954e-05
-7.808657409706491487e-05,4.457577778870823525e-05,1.664701879606376043e-05,2.022863501116589036e-05,4.077953230918291845e-06,-1.275406783025370075e-05,-9.645524428411154526e-05,7.381848976890191126e-05,-5.620706370007361662e-05,7.918727389409848142e-05
-7.778844812978677253e-05,4.282616751674356569e-05,1.613552604308881273e-05,2.040404548779915203e-05,4.846764869113832180e-06,-5.790204815871548890e-06,-9.456715312954446298e-05,9.757309838639548899e-05,-8.801236214111796640e-05,-1.522701435568561276e-05
-7.749819276830672448e-05,4.105482296115589059e-05,1.559797593444612774e-05,2.045674949138441342e-05,5.135109707147636921e-06,-3.489070133499054819e-07,-8.219010480469097840e-05,7.738619964220135126e-05,-1.822504480131898984e-06,8.415992899366957699e-06
-7.721535095950341442e-05,3.926048590095444150e-05,1.503445022065460322e-05,2.038739191030261810e-05,4.942604735607775612e-06,3.329872237168286031e-06,-6.205278114685941731e-05,1.792009814420833093e-05,1.137868697250762067e-05,-7.847695702889864657e-05
-7.693946136441217221e-05,3.744188746482262741e-05,1.444503947943722436e-05,2.019694672987634972e-05,4.275351880404237695e-06,5.103641764153683142e-06,-3.799504901117039808e-05,-5.169792106959813848e-05,-2.040653763980735966e-05,1.043946819409100762e-04
-7.667005841811238458e-05,3.559774870877340354e-05,1.382984493965734647e-05,1.988672509091517915e-05,3.145973777960096694e-06,4.934859140564863803e-06,-1.427414397163450963e-05,-9.563406489971098461e-05,4.834564599572166292e-05,-3.229621238840208283e-05
-7.640667239038108501e-05,3.372678120208677234e-05,1.318898034491358529e-05,1.945838311182105461e-05,1.573582265563940345e-06,2.893664422410480463e-06,5.198691830339199526e-06,-9.382701125444542251e-05,9.823096717969878339e-05,-2.958360181897250606e-05
-7.614882944710301858e-05,3.182768762132449588e-05,1.252257385343965593e-05,1.891392940497373787e-05,-4.163218233446626896e-07,-8.443334830017181262e-07,1.755495064790499527e-05,-5.412519329358004297e-05,-1.110385047004038040e-05,-4.869643802486999266e-06
-7.589605171243318381e-05,2.989916235223295162e-05,1.183076997086635419e-05,1.825573221509939513e-05,-2.792018371727104467e-06,-6.005198659873484111e-06,2.147339363956699666e-05,-5.906756052987432217e-06,-1.025671281723797962e-04,5.164124112699793506e-05
-7.564785733170049443e-05,2.793989209932054032e-05,1.111373151230434398e-05,1.748652610466944405e-05,-5.515807380214131486e-06,-1.222850218739829130e-05,1.739996043797127723e-05,2.043005016458430484e-05,-3.433875260870899857e-05,-1.936043412104436733e-06
-7.540376053504753309e-05,2.594855650290987857e-05,1.037164159012527218e-05,1.660941810912572775e-05,-8.544317575910609963e-06,-1.908340137593681052e-05,7.440800696224498421e-06,1.404328677504946150e-05,2.158292021651497838e-05,-8.703921134953392091e-05
